CustomerID,TransactionID,TransactionDate,Amount,ProductCategory,PaymentMethod
be854a65-4191-467a-9237-60b4e088df5b,0,2023-12-27,478.53,Clothing,Bank Transfer
3d921b43-7411-4048-a294-c1f40ff81a30,0,2024-04-04,602.91,Automotive,Debit Card
2be2a985-68f6-42b1-95a8-768c5c661980,0,2024-05-21,262.24,Home & Garden,Debit Card
fceafdf4-01c9-44dc-9978-b601bd35de86,0,2024-03-18,457.86,Clothing,Debit Card
c56a1423-e1b0-45c1-974a-55f5fa029c88,0,2023-10-08,950.56,Home & Garden,Bank Transfer
5bb6126c-97a0-441c-95e2-3d962016c4c0,0,2024-06-18,34.92,Clothing,Bank Transfer
b94b44eb-30b8-474a-9821-721c096619dd,0,2022-12-22,997.87,Automotive,Debit Card
6596f49d-5c9f-4bcd-84a0-82d866b98314,0,2023-05-05,54.66,Electronics,Debit Card
9ed2792c-bffb-472f-9c11-61bb7203b01f,0,2023-03-08,84.72,,Bank Transfer
f5713ff7-0bcc-41c1-a71b-ac9113ac43a9,0,2023-08-13,588.43,Electronics,Credit Card
c4197591-1c5e-4416-9a01-7d1882f2bc2c,0,2024-05-02,248.59,Electronics,Bank Transfer
1044f1f4-cce8-4bcb-9615-150b05a3cf5e,0,2023-03-21,620.58,Health & Beauty,Debit Card
36d99323-1a8b-45ed-bd7d-30b948e29684,0,,905.02,Automotive,PayPal
32e4c60a-8175-452c-8a6d-fa40f06e738d,0,2023-03-15,846.15,Clothing,PayPal
09db9681-6875-42ce-bdf3-b9cc13a8eb54,0,2023-10-13,714.02,Home & Garden,Bank Transfer
556e33c6-0318-4010-bd3a-3117496b47da,0,2024-05-06,384.14,Automotive,PayPal
1bc7f7da-3a8f-4df1-a411-c7c1d9a794fe,0,2023-05-28,592.9,Electronics,Bank Transfer
9560ed71-7a04-4cd9-a576-b622c5690487,0,2024-05-31,833.48,Automotive,Bank Transfer
328e739a-ddac-4661-97aa-76b8ee47e373,0,2023-05-29,843.37,,Debit Card
1559b55b-9653-4992-90d5-8819bd5466ef,0,2022-12-27,202.47,Health & Beauty,PayPal
bcdfeb3f-35d1-42e3-b630-602a9fee5214,0,2022-12-04,510.42,Electronics,PayPal
0731634f-5209-42eb-9671-8f0cddf22eec,0,2022-07-10,659.47,Home & Garden,Debit Card
57bfa722-7e8f-402d-aaff-ba2b7034150a,0,2023-01-23,615.83,Clothing,Credit Card
1d4e578b-738c-4913-84f4-b008488eab48,0,2022-10-31,0.0,Electronics,Bank Transfer
896a48cf-7ab6-41a8-ac94-9d7f6c211c01,0,2022-07-16,515.54,Clothing,Debit Card
4946e458-8116-457e-9d62-c452df28a1a9,0,2022-12-02,991.07,Electronics,Debit Card
d3493edf-9847-46ef-b400-7063b54bcf63,0,2022-07-15,119.65,Clothing,PayPal
799943c7-3b71-4f24-9b16-c2fcaf9b3871,0,2024-04-29,771.92,Electronics,Debit Card
2914da6c-c083-47d2-8e78-f26c44cbc042,0,2023-05-22,513.31,Clothing,Credit Card
6ce19d4b-8794-4a6a-b479-6b46b786836b,0,2022-09-08,0.0,Health & Beauty,Bank Transfer
77c3b49d-52a7-4559-b53f-0b8e01476e12,0,2023-01-26,175.31,Automotive,Credit Card
2d71443b-57dd-4422-89b1-57ade9d5002d,0,2023-07-08,434.75,,Debit Card
77c3b49d-52a7-4559-b53f-0b8e01476e12,0,2024-03-27,231.79,Electronics,Bank Transfer
31a64c59-e32d-4d9c-ba9c-f308acd78daf,0,2023-08-20,0.0,,Bank Transfer
c6789ac7-81c7-469a-a613-fe1fe1487953,0,2023-09-15,410.05,Health & Beauty,Bank Transfer
b84c6729-8e89-4806-92d4-55c7e4da50d9,0,2024-03-01,845.38,Clothing,Bank Transfer
37a8ee69-e419-4e15-a2dd-215b57b3ba67,0,2022-12-14,837.48,Home & Garden,Credit Card
58c7facb-dcb5-4295-a018-dca349b6ff8f,0,2023-02-24,300.03,Automotive,Bank Transfer
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,0,2022-07-19,568.0,,Bank Transfer
9b5d531c-c43b-4227-8f62-1fe37743eead,0,2023-12-25,902.01,Electronics,Credit Card
04b0cd53-29ca-48ef-b4b7-9520a2939288,0,2023-09-02,0.0,Automotive,PayPal
a64fcda9-e8fa-4568-b514-58b2664a906d,0,2022-11-30,0.0,Health & Beauty,Credit Card
0156ef90-c829-4e9e-8fec-8634e8ff3c54,0,2024-06-09,0.0,Clothing,Credit Card
bf0ab935-f8a4-4d18-894c-bbd1d776a07d,0,2022-07-29,222.55,Health & Beauty,PayPal
8245ed49-a244-4e10-b9ed-aa53764c959d,0,2022-11-08,198.31,Clothing,PayPal
1a132210-8646-4516-b340-f5339ab0064b,0,2024-02-08,500.83,Home & Garden,Debit Card
a0db86bf-0c2d-4c9e-8d3b-f5b33ac37cee,0,2023-09-08,596.73,Clothing,Credit Card
962f1fa4-cd1c-49c4-a5ad-a9a1d9d5ddf4,0,2022-09-10,749.31,Clothing,Bank Transfer
cb51cbcb-0917-4528-b93b-8f5296ebef01,0,2023-03-07,414.62,Home & Garden,Bank Transfer
b72fc0cf-1406-424c-9c71-2b7e22e3f6aa,0,2022-10-04,752.4,Home & Garden,Bank Transfer
c70e2421-314d-4b85-8417-2aa4bb24500b,0,2023-07-19,151.73,Health & Beauty,Credit Card
5ba7a03b-0d2f-4fc3-bd36-7a675c1ac61e,0,2022-10-04,589.55,Electronics,Debit Card
ccf4d58b-5087-45c8-a8f8-bb99be9a13d1,0,2022-08-08,510.65,Health & Beauty,Debit Card
f01b204b-74d4-4c28-8f90-450dcd6b26da,0,2023-07-01,808.47,Clothing,Debit Card
cbfff6f3-c193-4b56-a6ff-92bc84ad3789,0,2023-09-11,719.06,Clothing,Bank Transfer
be291608-29a5-4143-a9dc-701f91ea3952,0,2023-12-07,951.13,Clothing,Credit Card
a5e02710-f26b-4273-b340-f67961873073,0,2023-02-06,622.93,Clothing,Bank Transfer
399b2052-77c7-499f-950b-80f20d4ad109,0,2023-04-20,0.0,Health & Beauty,Credit Card
1c188e21-9a0a-420e-a39f-e17691fe17a6,0,2023-01-22,0.0,Health & Beauty,Credit Card
499713c5-04d9-4f79-bd77-0d0e94208cd8,0,2023-07-08,55.03,Health & Beauty,Credit Card
de765812-6f23-4059-94db-2805a34f44fd,0,2022-09-26,381.27,Clothing,Credit Card
e428f752-7388-44dd-8461-13f18101a835,0,2023-09-18,845.71,Home & Garden,Credit Card
e0f00c2f-f43d-424f-9c71-3fb0f3b02d6f,0,2023-10-11,715.2,Electronics,PayPal
40d70488-aa98-4c83-8e41-b30adb59c2a4,0,2024-01-06,824.68,Home & Garden,Bank Transfer
e556be3f-49dd-47c3-9bd1-6f2fb1b79d52,0,2024-06-21,0.0,Home & Garden,Bank Transfer
978c4300-e302-4677-b7f0-7b4a8e2a87b8,0,2023-07-20,80.69,Health & Beauty,PayPal
a9658c6f-134f-421b-8b2e-fd4978c7a940,0,2024-05-31,480.89,Automotive,Bank Transfer
5a0cec22-9828-4fa3-88ec-435606899c30,0,2024-06-14,523.09,Home & Garden,PayPal
e4ce98e6-81ec-48c3-a198-813996dfdf1b,0,2024-03-01,439.42,Electronics,Credit Card
d64b0c8d-1831-4b29-baa2-08c4d5c3a0f9,0,2022-09-19,458.25,Electronics,Bank Transfer
b3dd869a-9eb6-4625-bb69-f43588ca38ab,0,2024-05-22,932.37,Clothing,Bank Transfer
a3efade0-9841-40a8-9c00-0968581d608a,0,2024-05-06,375.66,Electronics,Debit Card
47d03d6f-cb4d-4984-9aa6-96d20353bd91,0,2023-01-10,120.07,,PayPal
a523b30b-f05c-4704-b3b6-e36c4e637440,0,2023-07-21,995.57,Home & Garden,PayPal
799943c7-3b71-4f24-9b16-c2fcaf9b3871,0,2022-11-08,598.35,Clothing,PayPal
dc72a8be-9df4-4223-83ee-50131b249bd3,0,,266.0,Electronics,Debit Card
0ad25f2c-6c04-4af7-8672-475375387a4d,0,2022-08-24,896.97,Electronics,Debit Card
d0aa2f39-2e86-4fb8-b742-0e8888599284,0,2022-11-24,730.68,Clothing,Credit Card
084a89ee-5eee-48c0-b30b-53da89258015,0,2022-10-26,232.63,Home & Garden,Debit Card
8d8fe8bd-2009-4a15-be37-83dba3cef447,0,2022-07-22,310.95,Electronics,Credit Card
c523a06d-69e9-48ab-9604-a060d44f8aaf,0,2022-08-13,796.97,Automotive,PayPal
3641a6cf-cc5f-4ad3-85f7-9d1ea1ad4935,0,2023-05-03,823.14,Health & Beauty,Debit Card
f77576df-bc7a-4f79-b5c3-e2da4eff130e,0,2022-07-24,793.83,Automotive,Bank Transfer
7e280186-770e-4c4a-b330-73dd471f956a,0,2023-01-25,549.89,Home & Garden,PayPal
712b4161-ec32-49a0-b09a-54cbe3e12b0f,0,2024-03-26,471.45,Clothing,Debit Card
5b926605-fa21-4bd0-aba5-1918d14c6bf8,0,2023-08-27,930.71,Health & Beauty,Debit Card
3e9cc599-ba23-4de3-9c18-19a2ce4764e0,0,2023-09-24,193.26,Automotive,Credit Card
13c73f2c-056e-40c6-a61f-97d5790c504a,0,,0.0,Home & Garden,Bank Transfer
f102f93b-f32c-41d3-adcc-25e02a67c34f,0,2023-07-02,836.02,Health & Beauty,Debit Card
c085dc18-db0c-42ea-ae6e-0b3839bdd767,0,2024-06-03,949.91,Electronics,Bank Transfer
6ad843a9-9ca3-4835-a20c-6e81665594e6,0,2023-07-28,408.88,Clothing,Debit Card
841fc557-ff70-4d45-8b0d-5be6f58d794d,0,2023-10-22,508.69,Clothing,Credit Card
04b0cd53-29ca-48ef-b4b7-9520a2939288,0,2023-03-01,909.9,Automotive,Credit Card
1e30c651-0b58-4e94-af1b-91f790c46422,0,2023-08-04,60.05,Automotive,Credit Card
c100b7c6-1742-4247-b5a2-a5182e6ebe82,0,2024-05-11,328.83,Electronics,Debit Card
c4a7ca71-d1b7-4c29-863b-b0c17bdc0508,0,2023-12-29,132.96,Electronics,PayPal
cbd36938-08b9-41e6-9de5-a781a121d9fa,0,2024-01-03,942.79,,PayPal
648e2751-83d9-4720-a2cc-2f7ab8db97da,0,2023-09-12,676.37,Electronics,Bank Transfer
7aca4226-c7c9-4f7c-af5f-ad3120be5f18,0,2024-02-07,756.18,Health & Beauty,Bank Transfer
52e263ef-2b36-497b-bc41-da90c9b9c1fa,0,2023-03-09,821.84,Clothing,Debit Card
279f267c-0ce8-4bc5-9cdd-d62c39547afa,0,2024-06-06,203.7,,Bank Transfer
d24275e1-2bd3-49f8-9596-9f962be5127c,0,2024-03-26,0.0,Automotive,PayPal
6a4fcf07-d4f6-44cf-9d47-ddae1917f808,0,,161.34,Health & Beauty,Debit Card
a3eb47ea-51aa-4e1a-9d5a-48363ff52433,0,2023-04-09,663.3,Home & Garden,PayPal
b65379c5-ac8c-41b6-a93e-62a46b50d0ac,0,2023-07-12,744.18,Health & Beauty,PayPal
7a7ebefe-7936-4e6f-9cf2-6e80c7d2d849,0,,283.52,Home & Garden,Credit Card
ba69bfd2-d20e-4e6b-9e6b-213afe33f0b5,0,2022-09-15,628.86,Home & Garden,Credit Card
d03df71d-b02e-4c1e-a2cc-79ebb353b530,0,2022-12-11,525.96,Automotive,Bank Transfer
52303d17-9d24-4c20-89e3-7bcfa92140c9,0,2022-11-18,661.24,Automotive,Bank Transfer
d3493edf-9847-46ef-b400-7063b54bcf63,0,2023-09-22,547.89,,Debit Card
babddffd-9064-4f6d-99fa-0ca97adefb69,0,2023-09-17,31.97,Automotive,PayPal
a7e27157-14db-4596-8c76-2e9aaf7b34cd,0,2023-12-13,37.59,Automotive,PayPal
72622d98-45f7-4977-b6b9-052494b2d929,0,2023-02-07,879.12,Clothing,PayPal
e5717485-07a9-4b9c-8a87-05dc56e94f9c,0,2024-03-08,365.41,Electronics,Bank Transfer
9bd04ab1-225d-48d3-a9f9-f2338a40a439,0,2023-12-10,922.96,Clothing,Credit Card
b94a126b-755e-4ee1-91f6-c5f86ceef780,0,2023-07-22,0.0,Home & Garden,PayPal
86cd3c96-4331-4c00-902e-54a8f37a4db0,0,2022-11-28,475.41,Health & Beauty,Bank Transfer
262adfc3-44ae-442d-a213-2d3eb9e668a3,0,2022-08-31,0.0,Home & Garden,Bank Transfer
841aff12-c7aa-4208-868b-2455ba9f642c,0,2023-02-20,853.08,Health & Beauty,PayPal
5dcc04f0-2300-4707-b737-82abb839b428,0,2023-05-27,0.0,Home & Garden,Bank Transfer
17bf453d-4dd4-4055-b398-940a4b52edfa,0,2023-11-14,828.48,Automotive,Debit Card
bae0db70-6b65-43bf-8821-1327fce28bc5,0,2022-09-29,635.48,Health & Beauty,Credit Card
ba3f79ad-b3ab-47e5-8803-22cb4ea8cf13,0,2023-03-12,94.57,Electronics,Credit Card
38e8d156-9520-471c-b9e3-8edbb3cd2b65,0,2024-04-29,0.0,Clothing,Bank Transfer
9de4e68f-2be5-489d-bbe0-e2dff3d3d24c,0,2022-07-24,325.54,Electronics,Bank Transfer
cb3eec9c-c522-44e2-8011-9150b0cc902d,0,2023-05-07,712.76,Automotive,Debit Card
045ab4a7-5793-4f93-bb9a-8becd4e20422,0,2024-03-10,144.67,,PayPal
bed6aaf5-80ce-41d2-b91b-11e7e3726d22,0,2022-12-25,780.93,Clothing,Credit Card
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,0,2023-11-01,847.89,Home & Garden,PayPal
7fbc5847-a652-4fc8-a7d8-5e85d846e91b,0,2022-10-05,990.85,Health & Beauty,Bank Transfer
78586d3b-92ef-43af-a075-0d31509b2844,0,2024-03-21,230.35,Electronics,Bank Transfer
8a39b491-7b4a-4319-ba21-ece95b3f2195,0,2023-05-28,55.78,Health & Beauty,Credit Card
8f61e984-4fa5-4941-95ee-e42c92758e02,0,2024-02-22,334.96,Electronics,PayPal
edf30f14-1896-4a6c-b5ba-b208702af318,0,2023-10-18,802.56,Health & Beauty,PayPal
d6fa22e0-95a7-4968-9527-41ebf73c7764,0,2024-03-12,0.0,Health & Beauty,Debit Card
0ade20e2-a4ff-40d2-b1b2-b8a04ee94c35,0,2023-09-23,844.28,Clothing,Debit Card
ed46f0b3-870a-41c4-b2c2-6a47937d394e,0,2024-03-28,657.33,Automotive,PayPal
2d76d24b-3693-4802-8014-9ea47fb95597,0,2024-03-24,720.17,Home & Garden,Debit Card
2bde4c68-1f79-42cf-879c-a2b1a42f87ed,0,2022-10-08,861.07,Electronics,Credit Card
0305625f-6264-4666-ad6c-ae34df05d0d8,0,2024-03-23,822.97,Home & Garden,Bank Transfer
94f45a01-6924-4b6d-a71b-2e36f1a9a71c,0,2022-07-06,397.03,Automotive,Bank Transfer
ee802844-8070-4699-b60d-3568a7d306b6,0,2024-03-29,162.99,Clothing,Bank Transfer
56058449-276a-417e-b6c6-f8853b1d2659,0,2024-05-29,0.0,,Credit Card
e6f38640-260c-4c82-bb98-1a5ad730365e,0,2022-11-05,359.4,Automotive,Debit Card
15d4ef39-45ae-443e-866c-ce025234f154,0,2023-05-18,357.46,Automotive,Bank Transfer
c6460a4f-0c2d-47b7-82ce-2600e5232a41,0,2024-05-12,52.78,Automotive,Bank Transfer
740d0a3a-23f3-4417-9357-f4f26a4c9a62,0,2024-03-06,703.75,,Credit Card
69b50dbe-3286-401f-abdf-65d98281db68,0,2024-02-19,406.0,Home & Garden,Debit Card
35c92647-8109-4097-a6cd-ae3aca6b16ba,0,2023-10-13,537.27,Electronics,Credit Card
dd6bdc9d-cac1-47ac-9fd9-3282443f0c08,0,2023-05-05,568.01,,Credit Card
c5440e19-6474-40f0-9306-f4d590035241,0,2024-03-02,507.53,Automotive,Bank Transfer
59bf21c7-b292-4aa8-99c0-023d01d759ba,0,2023-05-16,341.08,Electronics,PayPal
3d8f2b47-49b7-4ece-bcd9-614437744907,0,2023-03-27,632.16,Home & Garden,Credit Card
a64fcda9-e8fa-4568-b514-58b2664a906d,0,2023-07-31,878.08,Automotive,Debit Card
b2d839ab-012b-4966-90dd-de4311498b7a,0,2022-11-18,0.0,Electronics,Credit Card
6539c670-03a7-4f89-8fb2-8190024380cb,0,2024-03-27,551.13,Automotive,Credit Card
2d88fec4-0e4e-40f5-963a-f5ba1af40c31,0,2024-02-09,754.06,Automotive,Credit Card
e2879d08-41e4-4d6e-a87e-9be740e2adaa,0,2022-09-05,146.19,Electronics,Bank Transfer
b9c92d6c-fb4c-4d0b-8c72-7b7c1ae9f79c,0,2023-06-09,915.01,Automotive,Debit Card
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,0,2023-06-21,645.53,Automotive,PayPal
32c30314-8914-4cdc-8dbf-3101b123784c,0,2022-08-16,918.92,Clothing,Credit Card
23b9cd7f-aacb-46b4-b69c-72800cba3f39,0,2024-02-21,550.16,Electronics,Bank Transfer
a8f82019-5586-46dc-87b2-3660e80ecd7d,0,2023-04-06,641.85,Health & Beauty,Credit Card
e12639d6-eeae-4436-a618-8e4b37aa16ac,0,2022-11-30,708.14,Health & Beauty,PayPal
23222ac5-f9b0-4eb9-928f-2c17cac9ffbc,0,2023-11-22,545.96,Clothing,PayPal
08dd80d5-e63f-4618-be5f-161de25625a8,0,2022-09-06,781.26,Automotive,PayPal
2fa0a6aa-a9cc-46ad-b567-e26976a98234,0,2023-03-09,739.26,Home & Garden,Bank Transfer
9b8179f4-f187-4cfd-b12a-0c182539f178,0,2022-07-24,651.27,Clothing,Debit Card
973945a8-ea5a-4106-b169-fcf330e4e6d2,0,2022-12-08,475.8,Clothing,Credit Card
6b18200b-0867-4746-887c-ce48371e772a,0,2023-07-07,816.15,,PayPal
6d4afc8d-d844-46b8-b074-32c8c365a575,0,2023-01-28,368.91,Home & Garden,Bank Transfer
d8a93878-8a64-48b1-9099-65b5695c42c2,0,2023-12-25,821.67,Automotive,PayPal
58c7facb-dcb5-4295-a018-dca349b6ff8f,0,2024-06-28,429.88,Automotive,Credit Card
f2ae3811-9b1b-42b0-be42-d8b5468ec073,0,2022-12-25,635.02,Home & Garden,Bank Transfer
095992d4-56e4-4756-b930-74f701363489,0,2023-05-16,205.86,Health & Beauty,Bank Transfer
dd6bdc9d-cac1-47ac-9fd9-3282443f0c08,0,2024-02-20,643.87,Electronics,PayPal
2da6af33-03ca-4206-9735-eaa16ed458d9,0,2023-06-27,512.87,Automotive,PayPal
89480374-82ec-44e5-ae61-bbed82bfd5b1,0,2023-11-09,0.0,Electronics,Bank Transfer
088dbb34-9520-43fb-abe3-244083f14b93,0,2023-08-31,895.93,Automotive,Credit Card
6ed32b2a-887d-4e4e-babd-2d6392fa060e,0,2023-01-28,577.44,Automotive,PayPal
61270da3-0a87-4541-84df-2627bb65c010,0,2024-05-18,550.37,Clothing,Credit Card
ea2b290a-2a6a-4b85-8122-6af4345c0503,0,2023-05-26,152.32,Health & Beauty,Bank Transfer
99299ec1-ba07-442f-b7c9-7b3ec509584d,0,2023-11-16,26.26,Automotive,Debit Card
be854a65-4191-467a-9237-60b4e088df5b,0,2023-02-21,129.92,Health & Beauty,Bank Transfer
0b568a94-a069-4bde-b8a9-201fdf3ab299,0,2024-05-19,917.34,Electronics,Credit Card
9ece1b55-20b8-4d22-9d6a-bd54a7374e5b,0,2022-12-02,758.2,Health & Beauty,Credit Card
f95546c1-e96f-486a-ab84-ebb048198b4e,0,2023-08-29,630.57,Health & Beauty,Credit Card
752d0d0f-c234-44cb-b36d-8808b640faae,0,2024-01-28,630.16,Electronics,Bank Transfer
ce5437b0-66af-47b2-aa68-423d3b15685d,0,2023-11-10,31.21,Clothing,Debit Card
da87698d-922c-4830-b232-156f1a1b0f3a,0,2023-07-12,877.38,Electronics,PayPal
172a04cf-2db8-4c96-9c93-ea123cb44279,0,2023-10-04,946.3,Electronics,Debit Card
e1dabc47-5b6e-4e64-ae9d-b3e092a066ed,0,2022-08-14,789.13,Electronics,Debit Card
54b3556e-e480-41a2-9dcd-7da1d91655aa,0,2023-03-25,323.52,Health & Beauty,Bank Transfer
3794861b-66fe-4d3d-a796-fdbfb9eadd97,0,2023-04-04,0.0,Health & Beauty,Credit Card
93532115-4bd5-4a6e-b019-c37003555495,0,2024-02-15,0.0,Clothing,PayPal
66e01489-30f2-4461-bd51-1a6713c7634b,0,2024-06-22,0.0,Home & Garden,Credit Card
c00d08be-e282-448f-91ef-7c236e320404,0,2023-09-05,854.25,Clothing,PayPal
a3c0fe03-4de6-4e05-becb-c67e93e2b97f,0,2023-11-05,148.18,,PayPal
cfb081a4-4be0-4709-8a6c-7bb656d57d3d,0,2022-08-05,995.65,Electronics,Debit Card
9e5a62bf-b2cc-4743-b266-252c16a36f83,0,2023-01-06,0.0,Health & Beauty,PayPal
4f1d7108-1020-4ed3-99ce-cbf717ad9132,0,2023-08-29,0.0,Clothing,Credit Card
a9af986b-d677-421a-81df-3d289ce9e38f,0,2023-09-30,125.77,,Bank Transfer
3cff3ced-315b-413b-9c0b-99bae1c5f85d,0,2024-03-16,554.21,Clothing,Debit Card
03d6d674-5310-4a05-ab0b-8cfedc46a1ab,0,2024-01-15,794.25,Home & Garden,Credit Card
e54d1219-b6b3-4b5c-8b75-62f4148c23b6,0,2024-01-06,682.06,Electronics,PayPal
bf516307-fb1c-4d71-9348-23cbc39d8eae,0,2024-04-22,0.0,Electronics,PayPal
49f06ea9-4ae5-4ce5-98ce-d2c2f6f15cbd,0,2022-12-01,835.35,Clothing,Credit Card
c3a3cdb4-7e4f-4017-a8bf-5f329b6938c8,0,2023-07-01,10.18,Health & Beauty,Bank Transfer
20bfca97-9a3c-4e4d-894b-ba1870281072,0,2024-04-27,440.59,Clothing,Credit Card
eee4c0b3-21d6-47ae-8631-718341d97a86,0,2023-06-12,717.15,Automotive,PayPal
fced017c-7d89-41ce-b445-7b9c42ddd57a,0,2023-08-19,0.0,Health & Beauty,PayPal
d3b2f0c4-722a-4b0c-bdcb-19a8cbc80193,0,2023-06-26,759.47,Home & Garden,Bank Transfer
723f4d63-3160-48f6-86f9-768674ceb42f,0,2023-10-30,559.69,Home & Garden,Bank Transfer
00a9563c-fec7-4b5d-87a2-d59406006a29,0,2024-02-07,12.53,Home & Garden,Debit Card
b77c0398-2ff6-41e6-9ebf-410290baadc8,0,2023-06-03,0.0,Clothing,Debit Card
ff3f41ad-9dba-4ce4-97fb-022a275ed0d8,0,2024-03-27,503.47,Clothing,Credit Card
f5172879-62d2-429f-8170-e7b96906e7c8,0,2023-03-16,0.0,Home & Garden,Debit Card
83b8546f-50a6-4b60-8dfc-78004cc0076c,0,2024-01-06,168.66,Health & Beauty,Debit Card
dff72d74-6b17-4e1e-a904-6b8823b94a06,0,2024-02-21,456.78,Clothing,Debit Card
9d6c7c0d-70eb-45cc-ac6d-bbdd88aabeee,0,,384.12,Clothing,Credit Card
a109f23f-12f0-42f8-a5b0-8b34189ddb98,0,2022-11-17,111.39,Home & Garden,Credit Card
9af1e27c-d8ef-446d-a941-3991c0cff209,0,2024-05-01,986.14,Automotive,Credit Card
e54d1219-b6b3-4b5c-8b75-62f4148c23b6,0,2023-12-30,771.36,Home & Garden,Debit Card
fcc8bb46-d8da-4948-8cd6-fdf4f9d19aeb,0,2022-11-22,616.65,Health & Beauty,Debit Card
c38e6ca5-eac5-4f80-8f80-ef7f21fad135,0,2024-04-10,254.65,Electronics,Debit Card
8a1b714a-0592-42f9-bdc0-e7d67163f3f1,0,2024-01-31,978.11,Electronics,PayPal
618bb55c-2c9a-4e5c-ae8d-a79bc0754d75,0,2023-05-08,40.72,,PayPal
d2cb1c6b-e8e4-43da-851e-0629ff5bd2f1,0,2023-09-28,847.26,Electronics,Credit Card
71d8ab24-0827-437d-a3cb-0abf7a81061d,0,2022-12-06,319.28,Clothing,Bank Transfer
63ee220c-19ae-4113-b45c-276b22b068e1,0,2022-09-26,0.0,Health & Beauty,PayPal
d98a5116-3836-43d6-bb54-ffef96f9fd00,0,2023-04-25,416.67,Health & Beauty,Bank Transfer
7e3256b2-49d1-419e-a30c-8504f446e64e,0,2023-10-27,0.0,Home & Garden,Credit Card
f4274d3a-db95-4b02-b4cc-2b414f25d80d,0,2024-01-18,919.76,Clothing,Credit Card
4aab54a1-b555-48ec-9b0f-0e87abdcc45b,0,,601.93,,Bank Transfer
3e3228a0-0d67-4e2a-aa10-7e68395e7fab,0,2023-04-07,977.21,Health & Beauty,Debit Card
f1f6626a-0ed5-4bc8-8a3a-511c3a1611fa,0,2022-10-13,0.0,,PayPal
7f073342-0881-484e-a2f1-16c8260f5e3f,0,2022-12-12,987.02,Clothing,PayPal
648dac00-686c-41c0-8d59-3bee7d3bd390,0,2023-02-23,210.62,Health & Beauty,Debit Card
e556be3f-49dd-47c3-9bd1-6f2fb1b79d52,0,2023-01-09,50.13,Electronics,Credit Card
6d9b7c15-f813-4be6-8071-815990189894,0,,145.16,Automotive,PayPal
9fdbee4b-8628-4a1d-ac7f-f210e1076709,0,2024-03-25,639.45,Electronics,Debit Card
777070f2-0233-43eb-b65a-6c7c95ec1abd,0,2023-03-20,453.0,Home & Garden,PayPal
f5172879-62d2-429f-8170-e7b96906e7c8,0,2023-02-13,0.0,Electronics,Bank Transfer
29b5dfdb-3011-4160-aec5-6761021f86e5,0,2023-11-07,0.0,,Bank Transfer
17bf453d-4dd4-4055-b398-940a4b52edfa,0,2022-11-18,746.72,Clothing,Credit Card
5624f059-b5dd-4734-879c-7fe8a0169e9c,0,2022-12-27,609.06,Electronics,Credit Card
7f807eb2-812d-4a44-a841-e77c369ad807,0,2022-07-03,945.27,Clothing,Credit Card
d20f21c5-a3c3-40c6-8451-9869c58a48c0,0,2023-06-22,155.02,Clothing,Credit Card
05609335-a647-4691-80a8-82b43518b767,0,2024-03-22,48.93,Home & Garden,PayPal
31e73aba-0e0a-489a-a00a-478f5d6b7006,0,2023-03-24,911.27,Health & Beauty,Bank Transfer
